Feature type,Primary DBID,Systematic Name,SGD Alias,Description,Standard Name,Chromosome,Start,End,Strand
ORF,S000000895,YER093C,AVO3|TORC2 complex subunit TSC11,"Subunit of TORC2, a regulator of plasma membrane (PM) homeostasis; TORC2 also regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; contains an N-terminal armadillo repeat region necessary for recruitment to the PM and for anchoring Tor2p and Avo1p at the PM; acts along with Avo1p as a scaffold important for integrity of the TORC2 complex; involved in sphingolipid metabolism; contains a RasGEFN domain",TSC11,chrV,343320,347612,-1
ORF,S000000474,YBR270C,,"Subunit of TORC2, a regulator of plasma membrane (PM) homeostasis; TORC2 also regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p, homologous PH domain-containing TORC2 substrates; BIT2 has a paralog, BIT61, that arose from the whole genome duplication",BIT2,chrII,742761,744398,-1
ORF,S000004672,YMR068W,,"Subunit of TORC2, a regulator of plasma membrane (PM) homeostasis; TORC2 also regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p, homologous PH domain-containing TORC2 substrates; PM retention is dependent on Avo3p",AVO2,chrXIII,406304,407584,1
ORF,S000003594,YJL058C,,"Subunit of TORC2, a regulator of plasma membrane (PM) homeostasis; TORC2 also regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p, homologous PH domain-containing TORC2 substrates; PM retention is dependent on Avo3p; BIT61 has a paralog, BIT2, that arose from the whole genome duplication",BIT61,chrX,326242,327873,-1
ORF,S000003661,YJL125C,TRM61|tRNA 1-methyladenosine methyltransferase subunit GCD14,"Subunit of tRNA (1-methyladenosine) methyltransferase; required, along with Gcd10p, for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression",GCD14,chrX,185528,186679,-1
ORF,S000005006,YNL062C,TRM6|tRNA 1-methyladenosine methyltransferase subunit GCD10,"Subunit of tRNA (1-methyladenosine) methyltransferase with Gcd14p; required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression",GCD10,chrXIV,508776,510212,-1
ORF,S000004308,YLR316C,,"Subunit of tRNA-specific adenosine-34 deaminase; forms a heterodimer with Tad2p that converts adenosine to inosine at the wobble position of several tRNAs; localizes to cytosol, nucleus and peroxisomes",TAD3,chrXII,765266,766358,-1
ORF,S000003572,YJL035C,tRNA(adenine34) deaminase,Subunit of tRNA-specific adenosine-34 deaminase; forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs,TAD2,chrX,380249,381001,-1
ORF,S000002732,YDR324C,,Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript; Small Subunit processome is also known as SSU processome,UTP4,chrIV,1114433,1116763,-1
ORF,S000004401,YLR409C,rRNA-processing protein UTP21,Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma; Small Subunit processome is also known as SSU processome,UTP21,chrXII,934414,937233,-1
ORF,S000001768,YKR060W,,Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p,UTP30,chrXI,556518,557342,1
ORF,S000001582,YKL099C,rRNA-processing protein UTP11,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit,UTP11,chrXI,255720,256472,-1
ORF,S000002806,YDR398W,,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit,UTP5,chrIV,1267471,1269402,1
ORF,S000004558,YML093W,,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit,UTP14,chrXIII,83090,85789,1
ORF,S000002312,YDL153C,rRNA-processing protein SAS10|UTP3,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced; mutant has increased aneuploidy tolerance; essential gene,SAS10,chrIV,181186,183018,-1
ORF,S000005821,YOR295W,,"Subunit of UAF (upstream activation factor) complex; UAF is an RNA polymerase I specific transcription stimulatory factor composed of Uaf30p, Rrn5p, Rrn9p, Rrn10p, histones H3 and H4; targeting factor for the UAF that facilitates activation of many rDNA genes; deletion decreases cellular growth rate; UAF30 has a paralog, TRI1, that arose from the whole genome duplication",UAF30,chrXV,869208,869894,1
ORF,S000004997,YNL052W,cytochrome c oxidase subunit Va,"Subunit Va of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Ap is predominantly expressed during aerobic growth while its isoform Vb (Cox5Bp) is expressed during anaerobic growth; COX5A has a paralog, COX5B, that arose from the whole genome duplication",COX5A,chrXIV,531725,532186,1
ORF,S000001373,YIL111W,cytochrome c oxidase subunit Vb,"Subunit Vb of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Bp is predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth; COX5B has a paralog, COX5A, that arose from the whole genome duplication",COX5B,chrIX,155222,155765,1
ORF,S000003159,YGL191W,cytochrome c oxidase subunit VIa,Subunit VIa of cytochrome c oxidase; present in a subclass of cytochrome c oxidase complexes that may have a role in mimimizing generation of reactive oxygen species; not essential for cytochrome c oxidase activity but may modulate activity in response to ATP; required for assembly of Rcf2p into cytochrome c oxidase - cytochrome bc1 supercomplexes,COX13,chrVII,144808,145197,1
ORF,S000004028,YLR038C,cytochrome c oxidase subunit VIb,"Subunit VIb of cytochrome c oxidase; cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly and activity of cytochrome c oxidase; phosphorylated; easily released from the intermembrane space, suggesting a loose association with Complex IV",COX12,chrXII,224921,225172,-1
ORF,S000002225,YDL067C,cytochrome c oxidase subunit VIIa,Subunit VIIa of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain,COX9,chrIV,334217,334396,-1
ORF,S000004387,YLR395C,cytochrome c oxidase subunit VIII,Subunit VIII of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain,COX8,chrXII,909729,909965,-1
ORF,S000004869,YMR256C,cytochrome c oxidase subunit VII,Subunit VII of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain,COX7,chrXIII,778945,779127,-1
ORF,S000001093,YHR051W,cytochrome c oxidase subunit VI,Subunit VI of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; expression is regulated by oxygen levels,COX6,chrVIII,209705,210151,1
ORF,S000000210,YBR006W,succinate-semialdehyde dehydrogenase (NAD(P)(+))|UGA5,Succinate semialdehyde dehydrogenase; involved in the utilization of gamma-aminobutyrate (GABA) as a nitrogen source; part of the 4-aminobutyrate and glutamate degradation pathways; localized to the cytoplasm,UGA2,chrII,247010,248503,1
ORF,S000004955,YNL010W,putative phosphoric monoester hydrolase,"Sugar alcohol phosphatase; polyol phosphatase that hydrolyzes sorbitol-6-phosphate, ribitol-5-phosphate, and (D)-glycerol-3-phosphate, maintaining phosphoglucose isomerase (PGI) activity in the presence of PGI-inhibitory sugar alcohols; expression correlated with growth rate; GFP-fusion protein localizes to the cytoplasm and nucleus; homozygous diploid mutant displays increased glycogen accumulation; member of the haloacid dehalogenase (HAD) superfamily ",PYP1,chrXIV,613635,614360,1
ORF,S000001569,YKL086W,sulfiredoxin,"Sulfiredoxin; contributes to oxidative stress resistance by reducing cysteine-sulfinic acid groups in the peroxiredoxin Tsa1p, which is formed upon exposure to oxidants; conserved in higher eukaryotes; protein abundance increases in response to DNA replication stress",SRX1,chrXI,278281,278664,1
ORF,S000003898,YJR137C,ECM17|sulfite reductase (NADPH) subunit beta,"Sulfite reductase beta subunit; involved in amino acid biosynthesis, transcription repressed by methionine",MET5,chrX,678957,683285,-1
ORF,S000001428,YIL166C,,"Sulfonate and inorganic sulfur transporter; low affinity sulfate, high affinity sulfite, thiosulfite and major sulfonate transporter; functions as a an H+ symporter; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; non-essential gene",SOA1,chrIX,30938,32566,-1
ORF,S000002222,YDL064W,E2 SUMO-conjugating protein UBC9,SUMO-conjugating enzyme involved in the Smt3p conjugation pathway; nuclear protein required for S- and M-phase cyclin degradation and mitotic control; involved in proteolysis mediated by the anaphase-promoting complex cyclosome (APCC),UBC9,chrIV,337487,338070,1
ORF,S000005682,YOR156C,SIZ2|SUMO ligase NFI1,"SUMO E3 ligase; catalyzes sumoylation of Yku70p/80p and Sir4p promoting telomere anchoring to the nuclear envelope and regulating telomerase activity; DNA-bound form catalyzes a DNA-damaged triggered sumoylation wave resulting in multisite modification of several DNA repair proteins, enhancing interactions between these proteins and accelerating repair; sumoylates Cse4p, a prerequisite for STUbL-mediated Ub-dependent degradation; role in telomere length maintenance",NFI1,chrXV,628360,630540,-1
ORF,S000002817,YDR409W,SUMO ligase SIZ1|ULL1,"SUMO E3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to primarily cytoplasmic proteins; regulates Rsp5p ubiquitin ligase activity and is in turn itself regulated by Rsp5p; required for sumoylation of septins and histone H3 variant Cse4p, a prerequisite for STUbL-mediated Ub-dependent degradation; localizes to the septin ring; acts as an adapter between E2, Ubc9p and substrates; tends to compensate for survival of DNA damage in absence of Nfi1p",SIZ1,chrIV,1289406,1292120,1
ORF,S000004386,YLR394W,SUMO ligase CST9|ZIP3,"SUMO E3 ligase; required for synaptonemal complex formation; localizes to synapsis initiation sites on meiotic chromosomes; associates with centromeres early in meiosis, then with chromosome axes and finally with double-strand break sites that are engaged in repair by crossovers; potential Cdc28p substrate",CST9,chrXII,907950,909398,1
ORF,S000001176,YHR134W,metalloendopeptidase WSS1,SUMO-ligase and SUMO-targeted metalloprotease; involved in DNA repair; removes DNA-protein crosslinks at stalled replication forks during replication of damaged DNA; clears chromatin-bound sumoylated proteins; localizes to single spot on nuclear periphery of mother cells but not daughters; exhibits vacuolar localization upon genotoxic stress; activated by DNA binding; member of minigluzincins protease family with mammalian DVC1/Spartan,WSS1,chrVIII,371749,372558,1
ORF,S000002771,YDR363W,,"SUMO-like domain protein; binds Holliday junctions and replication fork structures; stimulates the Mms4-Mus81 endonuclease in the resolution of sister chromatid junctions; role in recombination-mediated DNA damage tolerance by recruiting Rad51p; facilitate Elg1p binding to stalled replication forks; prevents toxic intermediate accumulation during replication-associated recombinational repair; role in silencing, chromatid cohesion and the intra-S-phase DNA damage checkpoint; RENi family member",ESC2,chrIV,1199183,1200553,1
ORF,S000002742,YDR334W,chromatin-remodeling protein SWR1,"Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex, which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor, mediates lifespan extension by dietary restriction",SWR1,chrIV,1135932,1140476,1
ORF,S000005717,YOR191W,DIS1|RIS1|TID4|translocase ULS1,"Swi2/Snf2-related translocase, SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress",ULS1,chrXV,692475,697334,1
